,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
37,Ricercatore non confermato,ALDINUCCI Marco,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
38,Associato confermato,ALESINA Alberto Claudio Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/05,,Non disponibile,2008,01 - Scienze matematiche e informatiche
39,Ricercatore,ALESSANDRI Angelo,M,GENOVA,Ingegneria,MAT/09,,"INGEGNERIA MECCANICA, ENERGETICA, DELLA PRODUZIONE, DEI TRASPORTI E DEI MODELLI MATEMATICI (DIME)",2008,01 - Scienze matematiche e informatiche
40,Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E GEOSCIENZE,2008,01 - Scienze matematiche e informatiche
41,Ordinario,ALESSANDRINI Lucia,F,PARMA,Ingegneria,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
42,Associato confermato,ALESSI Fabio,M,UDINE,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
43,Ricercatore,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,Ingegneria,MAT/05,,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2008,01 - Scienze matematiche e informatiche
44,Ricercatore,ALETTI Giacomo,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
45,Ricercatore,ALFIERI Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2008,01 - Scienze matematiche e informatiche
46,Ricercatore non confermato,ALI' Giuseppe,M,della CALABRIA,Ingegneria,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
47,Ricercatore,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,Ingegneria,MAT/05,,"AUTOMAZIONE, ELETTROMAGNETISMO, INGEGNERIA DELL'INFORMAZIONE E MATEMATICA INDUSTRIALE",2008,01 - Scienze matematiche e informatiche
48,Ricercatore,ALIFFI Davide,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
49,Ordinario,ALLASIA Giampietro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
50,Ordinario,ALLINEY Stefano,M,BOLOGNA,Economia,MAT/09,,MATEMATICA GENERALE E FINANZIARIA,2008,01 - Scienze matematiche e informatiche
51,Ricercatore,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,Ingegneria,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
52,Ordinario,ALTOMARE Francesco,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
53,Ordinario,ALVINO Angelo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
54,Associato confermato,ALZATI Alberto,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
55,Ricercatore,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI","Scienze e Tecnologie ""P.Leonardi Cattolica""",MAT/05,,SCIENZE APPLICATE,2008,01 - Scienze matematiche e informatiche
56,Ricercatore,AMADORI Debora,F,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
57,Associato confermato,AMALDI Edoardo,M,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/09,,ELETTRONICA E INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
58,Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2008,01 - Scienze matematiche e informatiche
59,Ricercatore,AMATO Gianluca,M,CHIETI-PESCARA,Economia,INF/01,,ECONOMIA,2008,01 - Scienze matematiche e informatiche
60,Ricercatore,AMATO Roberto,M,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
61,Ordinario,AMBRIOLA Vincenzo,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
62,Ricercatore,AMBROGIO Elisabetta,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
63,Ordinario,AMBROSETTI Antonio Giacomo,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,,SETTORE ANALISI FUNZIONALE E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
64,Associato confermato,AMBROSI Davide Carlo,M,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
65,Ricercatore,AMBROSINO Daniela,F,GENOVA,Economia,MAT/09,,ECONOMIA E METODI QUANTITATIVI,2008,01 - Scienze matematiche e informatiche
66,Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2008,01 - Scienze matematiche e informatiche
67,Assistente r.e.,AMBROSIO Rosanna,F,Napoli Federico II,Architettura,MAT/03,01/A2,Non disponibile,2008,01 - Scienze matematiche e informatiche
68,Ordinario,AMENDOLA Giovambattista,M,PISA,Ingegneria,MAT/07,,MATEMATICA APPLICATA,2008,01 - Scienze matematiche e informatiche
69,Assistente r.e.,AMENDOLA Maria Grazia,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2008,01 - Scienze matematiche e informatiche
70,Associato confermato,AMICI Oriella Maria,F,BARI,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
71,Ricercatore non confermato,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,Ingegneria,MAT/07,,MECCANICA E MATERIALI,2008,01 - Scienze matematiche e informatiche
72,Associato confermato,AMODIO Pierluigi,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
73,Associato non confermato,AMOROSO Alessandro,M,BOLOGNA,Economia (Sede di Rimini),INF/01,,SCIENZE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
74,Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
75,Ricercatore,ANCONA Davide,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
76,Associato confermato,ANCONA Fabio,M,PADOVA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
77,Ordinario,ANCONA Massimo,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
78,Ordinario,ANCONA Vincenzo,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
79,Associato non confermato,ANDREATTA Fabrizio,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
80,Ordinario,ANDREATTA Giovanni,M,PADOVA,Scienze Statistiche,MAT/09,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
81,Ordinario,ANDREATTA Marco,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
82,Associato confermato,ANDREINI Alessandra,F,SIENA,Ingegneria,MAT/05,,INGEGNERIA DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
83,Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,Scienze Matematiche Fisiche e Naturali,INF/01,,INGEGNERIA DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
84,Associato confermato,ANDRETTA Alessandro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/01,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
85,Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",Ingegneria,MAT/07,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2008,01 - Scienze matematiche e informatiche
86,Ricercatore non confermato,ANEDDA Claudia,F,CAGLIARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
87,Ricercatore,ANELLO Giovanni,M,MESSINA,Scienze Statistiche,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
88,Associato confermato,ANGELERI Lidia,F,VERONA,Scienze Matematiche Fisiche e Naturali,MAT/02,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
89,Ricercatore non confermato,ANGELONI Laura,F,PERUGIA,Ingegneria,MAT/05,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
90,Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
91,Ordinario,ANICHINI Giuseppe,M,FIRENZE,Ingegneria,MAT/05,,SISTEMI E INFORMATICA,2008,01 - Scienze matematiche e informatiche
92,Ricercatore non confermato,ANNUNZIATO Mario,M,SALERNO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA/DIPMAT,2008,01 - Scienze matematiche e informatiche
93,Ricercatore non confermato,ANSELMA Luca,M,TORINO,Lingue e Letterature Straniere,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
94,Associato confermato,ANSELMO Marcella,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2008,01 - Scienze matematiche e informatiche
95,Ricercatore non confermato,ANSINI Nadia,F,"ROMA ""La Sapienza""",Architettura Valle Giulia,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
96,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,Economia,MAT/05,,SCIENZE,2008,01 - Scienze matematiche e informatiche
97,Associato confermato,ANTONELLI Fabio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
98,Ricercatore non confermato,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
99,Ricercatore,ANTONINI Samuele,M,PAVIA,Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA 'FELICE CASORATI',2008,01 - Scienze matematiche e informatiche
100,Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,INF/01,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2008,01 - Scienze matematiche e informatiche
101,Ordinario,ANZELLOTTI Gabriele,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
102,Ordinario,APOLLONI Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
103,Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
104,Ordinario,ARBIB Claudio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/09,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
105,Associato confermato,ARCA Giuseppe,M,CAGLIARI,Ingegneria,MAT/03,,Non disponibile,2008,01 - Scienze matematiche e informatiche
106,Ricercatore,ARCHETTI Claudia,F,BRESCIA,Economia,MAT/09,,METODI QUANTITATIVI,2008,01 - Scienze matematiche e informatiche
107,Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/09,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2008,01 - Scienze matematiche e informatiche
108,Associato non confermato,ARCOZZI Nicola,M,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
109,Ricercatore non confermato,ARDAGNA Claudio Agostino,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,TECNOLOGIE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
110,Associato confermato,ARDISSONO Liliana,F,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
111,Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
112,Ricercatore,ARDIZZONE Lucia,F,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2008,01 - Scienze matematiche e informatiche
113,Ordinario,ARENA Orazio,M,FIRENZE,Architettura,MAT/05,,COSTRUZIONI E RESTAURO,2008,01 - Scienze matematiche e informatiche
114,Ordinario,AREZZO Claudio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
115,Associato confermato,AREZZO Domenico,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
116,Ricercatore,ARINGHIERI Roberto,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
117,Associato confermato,ARIOLI Gianni,M,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
118,Ordinario,ARLOTTI Luisa,F,UDINE,Ingegneria,MAT/07,,INGEGNERIA CIVILE E ARCHITETTURA (DICA),2008,01 - Scienze matematiche e informatiche
119,Ordinario,AROSIO Alberto Giorgio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
120,Ricercatore,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,,FACOLTA' DI INGEGNERIA,2008,01 - Scienze matematiche e informatiche
121,Associato confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",Ingegneria,MAT/02,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
122,Associato confermato,ARTICO Giuliano,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
123,Ordinario,ARUFFO Ada,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
124,Ordinario,ARZARELLO Ferdinando,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
125,Ricercatore,ASCENZI Oscar,M,FERRARA,Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
126,Ricercatore non confermato,ASCI Claudio,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA E GEOSCIENZE,2008,01 - Scienze matematiche e informatiche
127,Ricercatore,ASCOLI Davide,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
128,Ordinario,ASPERTI Andrea,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
129,Ricercatore,ASTENGO Francesca,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
130,Ordinario,ASTESIANO Egidio,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
131,Ordinario,ATTARDI Giuseppe,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
132,Ricercatore a t.d. (art.1 comma 14 L. 230/05),AUGSTEN Nikolaus,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,,SCIENZE E TECNOLOGIE INFORMATICHE,2008,01 - Scienze matematiche e informatiche
133,Associato confermato,AULETTA Vincenzo,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2008,01 - Scienze matematiche e informatiche
134,Associato confermato,AVALLONE Anna,F,BASILICATA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
135,Straordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,Ingegneria,MAT/09,,INGEGNERIA,2008,01 - Scienze matematiche e informatiche
136,Associato non confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,Economia,INF/01,,METODI QUANTITATIVI PER LE SCIENZE ECONOMICHE ED AZIENDALI,2008,01 - Scienze matematiche e informatiche
137,Associato confermato,AVERNA Diego,M,PALERMO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
138,Ricercatore non confermato,AVITABILE Marina,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
139,Associato confermato,AYMERICH Francesco Maria,M,CAGLIARI,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
140,Ricercatore non confermato,AZZOLLINI Antonio,M,BASILICATA,Economia,MAT/05,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
141,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
142,Associato confermato,BACCELLA Giuseppe,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
143,Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
144,Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
145,Ricercatore,BACCHI REGGIANI Maria Letizia,F,BOLOGNA,Medicina e Chirurgia,INF/01,,CARDIOVASCOLARE,2008,01 - Scienze matematiche e informatiche
146,Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,Ingegneria,MAT/05,,SCIENZE MATEMATICHE,2008,01 - Scienze matematiche e informatiche
147,Associato confermato,BADER Laura,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
148,Ordinario,BADESCU Lucian Silvestru,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
149,Ordinario,BADIALE Marino,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
150,Ricercatore,BADII Maurizio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO, LA FINANZA",2008,01 - Scienze matematiche e informatiche
151,Ricercatore,BAGAGIOLO Fabio,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
152,Associato confermato,BAGARELLO Fabio,M,PALERMO,Ingegneria,MAT/07,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2008,01 - Scienze matematiche e informatiche
153,Associato confermato,BAGNARA Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
