Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALESSANDRI' Luca,M,TORINO,,INF/01,01/B1,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE,2024,01 - Scienze matematiche e informatiche
Associato confermato,ALESSI Fabio,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2024,01 - Scienze matematiche e informatiche
Associato,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2024,01 - Scienze matematiche e informatiche
Ordinario,ALETTI Giacomo,M,MILANO,,MAT/06,01/A3,Scienze e politiche ambientali,2024,01 - Scienze matematiche e informatiche
Associato,ALI' Giuseppe,M,della CALABRIA,,MAT/07,01/A4,Fisica,2024,01 - Scienze matematiche e informatiche
Ordinario,ALICANDRO Roberto,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2024,01 - Scienze matematiche e informatiche
Associato,ALLA Alessandro,M,"ROMA ""La Sapienza""",,MAT/08,01/A5,Matematica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALLEGRA Dario,M,CATANIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
Associato,ALMI Stefano,M,Napoli Federico II,,MAT/06,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2024,01 - Scienze matematiche e informatiche
Ordinario,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,,MAT/08,01/A5,Matematica,2024,01 - Scienze matematiche e informatiche
Associato,ALTAVILLA Amedeo,M,BARI,,MAT/03,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
Ordinario,ALVIANO Mario,M,della CALABRIA,,INF/01,01/B1,Matematica e Informatica - DeMaCS,2024,01 - Scienze matematiche e informatiche
Associato confermato,ALZATI Alberto,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2024,01 - Scienze matematiche e informatiche
Associato,AMADINI Roberto,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2024,01 - Scienze matematiche e informatiche
Associato,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI",,MAT/05,01/A3,SCIENZE E TECNOLOGIE,2024,01 - Scienze matematiche e informatiche
Ordinario,AMADORI Debora,F,L'AQUILA,,MAT/05,01/A3,Ingegneria e scienze dell'informazione e matematica,2024,01 - Scienze matematiche e informatiche
Ordinario,AMALDI Edoardo,M,Politecnico di MILANO,,MAT/09,01/A6,"Elettronica, Informazione e Bioingegneria",2024,01 - Scienze matematiche e informatiche
Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Scienze di base e applicate per l'ingegneria,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMATO Domenico,M,PALERMO,,INF/01,01/B1,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
Associato,AMATO Gianluca,M,CHIETI-PESCARA,,MAT/01,01/A1,Economia,2024,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Roberto,M,MESSINA,,MAT/05,01/A3,Ingegneria,2024,01 - Scienze matematiche e informatiche
Ordinario,AMBROSI Davide Carlo,M,Politecnico di TORINO,,MAT/07,01/A4,SCIENZE MATEMATICHE �Giuseppe Luigi Lagrange�,2024,01 - Scienze matematiche e informatiche
Ordinario,AMBROSINO Daniela,F,GENOVA,,MAT/09,01/A6,Economia,2024,01 - Scienze matematiche e informatiche
Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,,MAT/05,01/A3,Classe di scienze,2024,01 - Scienze matematiche e informatiche
Associato,AMBROSIO Vincenzo,M,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2024,01 - Scienze matematiche e informatiche
Associato,AMENDOLA Ada,F,SALERNO,,MAT/07,01/A4,Ingegneria Civile,2024,01 - Scienze matematiche e informatiche
Associato,AMENDOLA Gennaro,M,"Univ. Telematica ""E-CAMPUS""",Ingegneria ,MAT/03,01/A2,DIPARTIMENTO E-CAMPUS,2024,01 - Scienze matematiche e informatiche
Associato,AMENDOLA Giovanni,M,della CALABRIA,,INF/01,01/B1,Matematica e Informatica - DeMaCS,2024,01 - Scienze matematiche e informatiche
Associato,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,,MAT/07,01/A4,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2024,01 - Scienze matematiche e informatiche
Associato confermato,AMODIO Pierluigi,M,BARI,,MAT/08,01/A5,Matematica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (L. 79/2022),AMOROSI Lavinia,F,"ROMA ""La Sapienza""",,MAT/09,01/A6,SCIENZE STATISTICHE,2024,01 - Scienze matematiche e informatiche
Associato confermato,AMOROSO Alessandro,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2024,01 - Scienze matematiche e informatiche
Ordinario,AMOROSO Francesco,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AMPARORE Elvio Gilberto,M,TORINO,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,,MAT/05,01/A3,Architettura,2024,01 - Scienze matematiche e informatiche
Associato,ANCONA Davide,M,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2024,01 - Scienze matematiche e informatiche
Ordinario,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
Associato,ANDRA' Chiara,F,PIEMONTE ORIENTALE,,MAT/04,01/A1,Sviluppo Sostenibile e la Transizione Ecologica,2024,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Fabrizio,M,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2024,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANDREIS Luisa,F,Politecnico di MILANO,,MAT/06,01/A3,MATEMATICA,2024,01 - Scienze matematiche e informatiche
Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2024,01 - Scienze matematiche e informatiche
Ordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2024,01 - Scienze matematiche e informatiche
Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2024,01 - Scienze matematiche e informatiche
Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
Ordinario,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2024,01 - Scienze matematiche e informatiche
Ordinario,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2024,01 - Scienze matematiche e informatiche
Ordinario,ANGELLA Daniele,M,FIRENZE,,MAT/03,01/A2,Matematica e Informatica �Ulisse Dini�(DIMAI),2024,01 - Scienze matematiche e informatiche
Associato,ANGELONI Laura,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANGILICA Denise,F,della CALABRIA,,INF/01,01/B1,MATEMATICA E INFORMATICA - DEMACS,2024,01 - Scienze matematiche e informatiche
Associato,ANGIULI Luciana,F,SALENTO,,MAT/05,01/A3,Matematica e Fisica Ennio De Giorgi,2024,01 - Scienze matematiche e informatiche
Ordinario,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2024,01 - Scienze matematiche e informatiche
Ordinario,ANISETTI Marco,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2024,01 - Scienze matematiche e informatiche
Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Fisica 'E.R. Caianiello',2024,01 - Scienze matematiche e informatiche
Associato,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANSELMI Fabio,M,TRIESTE,,INF/01,01/B1,"MATEMATICA, INFORMATICA E GEOSCIENZE",2024,01 - Scienze matematiche e informatiche
Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
Associato,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTELMI Alessia,F,TORINO,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2024,01 - Scienze matematiche e informatiche
Ordinario,ANTONELLI Paolo,M,Gran Sasso Science Institute,,MAT/05,01/A3,Area di Matematica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTONELLI Vincenzo,M,Politecnico di TORINO,,MAT/03,01/A2,SCIENZE MATEMATICHE �GIUSEPPE LUIGI LAGRANGE�,2024,01 - Scienze matematiche e informatiche
Ordinario,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2024,01 - Scienze matematiche e informatiche
Associato,ANTONINI Paolo,M,SALENTO,,MAT/03,01/A2,Matematica e Fisica Ennio De Giorgi,2024,01 - Scienze matematiche e informatiche
Associato,ANTONINI Samuele,M,FIRENZE,,MAT/04,01/A1,Matematica e Informatica �Ulisse Dini�(DIMAI),2024,01 - Scienze matematiche e informatiche
Ordinario,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),APICELLA Andrea,M,Napoli Federico II,,INF/01,01/B1,INGEGNERIA ELETTRICA E DELLE TECNOLOGIE DELL'INFORMAZIONE,2024,01 - Scienze matematiche e informatiche
Associato,APPEL Andrea,M,PARMA,,MAT/02,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),APRILE Manuel Francesco,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
Associato,ARAGONA Riccardo,M,L'AQUILA,,MAT/02,01/A2,Ingegneria e scienze dell'informazione e matematica,2024,01 - Scienze matematiche e informatiche
Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARCERI Vincenzo,M,PARMA,,INF/01,01/B1,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2024,01 - Scienze matematiche e informatiche
Associato,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2024,01 - Scienze matematiche e informatiche
Ordinario,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2024,01 - Scienze matematiche e informatiche
Ordinario,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2024,01 - Scienze matematiche e informatiche
Ordinario,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
Associato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2024,01 - Scienze matematiche e informatiche
Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2024,01 - Scienze matematiche e informatiche
Ordinario,ARINGHIERI Roberto,M,TORINO,,MAT/09,01/A6,Informatica,2024,01 - Scienze matematiche e informatiche
Ordinario,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2024,01 - Scienze matematiche e informatiche
Associato confermato,ARMANO Giuliano,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
Associato,AROSIO Leandro,M,"ROMA ""Tor Vergata""",,MAT/03,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARRIGONI Viviana,F,"ROMA ""La Sapienza""",,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
Associato confermato,ARROYO RABASA Adolfo,M,PISA,,MAT/05,01/A3,MATEMATICA,2024,01 - Scienze matematiche e informatiche
Associato,ARTALE Alessandro,M,Libera Università di BOLZANO,Ingegneria ,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2024,01 - Scienze matematiche e informatiche
Associato,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2024,01 - Scienze matematiche e informatiche
Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2024,01 - Scienze matematiche e informatiche
Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,"Matematica, Informatica e Geoscienze",2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (L. 79/2022),ASCIONE Giacomo,M,Scuola Superiore Meridionale,,,01/A3,AREA INTERDISCIPLINARE SCIENTIFICO-TECNOLOGICA,2024,01 - Scienze matematiche e informatiche
Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASENOVA Miglena,F,Libera Università di BOLZANO,Scienze della Formazione ,MAT/04,01/A1,Non disponibile,2024,01 - Scienze matematiche e informatiche
Associato,ASLAN Sinem,F,MILANO,,INF/01,01/B1,Studi storici,2024,01 - Scienze matematiche e informatiche
Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASPRI Andrea,M,MILANO,,MAT/05,01/A3,MATEMATICA 'FEDERIGO ENRIQUES',2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASPRINO Luigi,M,BOLOGNA,,INF/01,01/B1,"LINGUE, LETTERATURE E CULTURE MODERNE",2024,01 - Scienze matematiche e informatiche
Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica  (DIMA),2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ASTORINO Annabella,F,della CALABRIA,,MAT/08,01/A5,"INGEGNERIA INFORMATICA, MODELLISTICA, ELETTRONICA E SISTEMISTICA - DIMES",2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASTUTO Clarissa,F,CATANIA,,MAT/08,01/A5,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ATIF Muhammad,M,FIRENZE,,INF/01,01/B1,MATEMATICA E INFORMATICA �ULISSE DINI�(DIMAI),2024,01 - Scienze matematiche e informatiche
Associato,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUDRITO Alessandro,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE �GIUSEPPE LUIGI LAGRANGE�,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUDRITO Giorgio,M,TORINO,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
Ordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AURICCHIO Gennaro,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AURIEMMA CITARELLA Alessia,F,SALERNO,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
Associato,AUTILI Marco,M,L'AQUILA,,INF/01,01/B1,Ingegneria e scienze dell'informazione e matematica,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUTUORI Giuseppina,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2024,01 - Scienze matematiche e informatiche
Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,Scienze di Base e Applicate,2024,01 - Scienze matematiche e informatiche
Ordinario,AVANZINI Federico,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2024,01 - Scienze matematiche e informatiche
Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2024,01 - Scienze matematiche e informatiche
Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2024,01 - Scienze matematiche e informatiche
Associato,AVENA Luca,M,FIRENZE,,MAT/06,01/A3,Matematica e Informatica �Ulisse Dini�(DIMAI),2024,01 - Scienze matematiche e informatiche
Associato,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2024,01 - Scienze matematiche e informatiche
Associato,AVOLA Danilo,M,"ROMA ""La Sapienza""",,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
Associato,AYUSO DE DIOS Blanca Pilar,F,MILANO-BICOCCA,,MAT/08,01/A5,MATEMATICA E APPLICAZIONI,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AZZALI Sara,F,BARI,,MAT/03,01/A2,MATEMATICA,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),AZZOLINI Damiano,M,FERRARA,,INF/01,01/B1,Scienze dell'Ambiente e della Prevenzione,2024,01 - Scienze matematiche e informatiche
Associato,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,Scienze di Base e Applicate,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BABAIEKAFAKI Saman,M,Libera Università di BOLZANO,Ingegneria ,MAT/09,01/A6,FACOLTA' DI INGEGNERIA,2024,01 - Scienze matematiche e informatiche
Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2024,01 - Scienze matematiche e informatiche
Ordinario,BACCAGLINI-FRANK Anna Ethelwyn,F,PISA,,MAT/04,01/A1,MATEMATICA,2024,01 - Scienze matematiche e informatiche
Ordinario,BACCIU Davide,M,PISA,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BACHINI Elena,F,PADOVA,,MAT/08,01/A5,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
