Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Associato confermato,AGUZZI Gianni,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,INF/01,,SISTEMI E INFORMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,AGUZZOLI Stefano,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Ordinario,AIENA Pietro,M,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2005,01 - Scienze matematiche e informatiche
Ricercatore,AIMI Alessandra,F,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ALBANESE Angela Anna,F,SALENTO,Ingegneria,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ALBANESE Bianca,F,PALERMO,Ingegneria,MAT/05,,METODI E MODELLI MATEMATICI,2005,01 - Scienze matematiche e informatiche
Associato confermato,ALBANO Alberto,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ALBANO Antonio,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALBANO Giovannina,F,SALERNO,Ingegneria,MAT/03,,INGEGNERIA ELETTRONICA E INGEGNERIA INFORMATICA/DIEII,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALBANO Paolo,M,BOLOGNA,"Architettura ""Aldo Rossi""",MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ALBERTI Enrico,M,Politecnico di MILANO,Ingegneria Industriale,MAT/07,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ALBERTI Giovanni,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ALBERTI Maria Alberta,F,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E COMUNICAZIONE,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALBERTINI Francesca,F,PADOVA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALDINI Alessandro,M,Urbino Carlo Bo,Scienze Matematiche Fisiche e Naturali,INF/01,,"SCIENZE DI BASE E FONDAMENTI: MATEMATICA, INFORMATICA, FISICA, CHIMICA, EPISTEMOLOGIA E STORIA DELLA SCIENZA",2005,01 - Scienze matematiche e informatiche
Associato confermato,ALESINA Alberto Claudio Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/05,,Non disponibile,2005,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ALESSANDRI Angelo,M,GENOVA,Ingegneria,MAT/09,,"INGEGNERIA MECCANICA, ENERGETICA, DELLA PRODUZIONE, DEI TRASPORTI E DEI MODELLI MATEMATICI (DIME)",2005,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E GEOSCIENZE,2005,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Lucia,F,PARMA,Ingegneria,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato non confermato,ALESSI Fabio,M,UDINE,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,Ingegneria,MAT/05,,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALETTI Giacomo,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALFIERI Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,Ingegneria,MAT/05,,"AUTOMAZIONE, ELETTROMAGNETISMO, INGEGNERIA DELL'INFORMAZIONE E MATEMATICA INDUSTRIALE",2005,01 - Scienze matematiche e informatiche
Ricercatore,ALIFFI Davide,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ALLASIA Giampietro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ALLINEY Stefano,M,BOLOGNA,Economia,MAT/09,,MATEMATICA GENERALE E FINANZIARIA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,Ingegneria,MAT/08,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ALTOMARE Francesco,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ALUFFI PENTINI Filippo,M,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,METODI E MODELLI MATEMATICI PER LE SCIENZE APPLICATE,2005,01 - Scienze matematiche e informatiche
Ordinario,ALVINO Angelo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2005,01 - Scienze matematiche e informatiche
Associato confermato,ALZATI Alberto,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore non confermato,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI","Scienze e Tecnologie ""P.Leonardi Cattolica""",MAT/05,,SCIENZE APPLICATE,2005,01 - Scienze matematiche e informatiche
Ricercatore,AMADORI Debora,F,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2005,01 - Scienze matematiche e informatiche
Associato non confermato,AMALDI Edoardo,M,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/09,,ELETTRONICA E INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2005,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Gianluca,M,CHIETI-PESCARA,Economia,INF/01,,ECONOMIA,2005,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Roberto,M,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,AMBRIOLA Vincenzo,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,AMBROGIO Elisabetta,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,AMBROSETTI Antonio Giacomo,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,,SETTORE ANALISI FUNZIONALE E APPLICAZIONI,2005,01 - Scienze matematiche e informatiche
Associato non confermato,AMBROSI Davide Carlo,M,Politecnico di TORINO,Ingegneria,MAT/07,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore non confermato,AMBROSINO Daniela,F,GENOVA,Economia,MAT/09,,ECONOMIA E METODI QUANTITATIVI,2005,01 - Scienze matematiche e informatiche
Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2005,01 - Scienze matematiche e informatiche
Assistente r.e.,AMBROSIO Rosanna,F,Napoli Federico II,Architettura,MAT/03,01/A2,Non disponibile,2005,01 - Scienze matematiche e informatiche
Ordinario,AMENDOLA Giovambattista,M,PISA,Ingegneria,MAT/07,,MATEMATICA APPLICATA,2005,01 - Scienze matematiche e informatiche
Assistente r.e.,AMENDOLA Maria Grazia,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2005,01 - Scienze matematiche e informatiche
Associato confermato,AMICI Oriella Maria,F,BARI,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,AMIT Daniel,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2005,01 - Scienze matematiche e informatiche
Ricercatore non confermato,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,Ingegneria,MAT/07,,MECCANICA E MATERIALI,2005,01 - Scienze matematiche e informatiche
Associato confermato,AMODIO Pierluigi,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,AMOROSO Alessandro,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2005,01 - Scienze matematiche e informatiche
Ricercatore,ANCONA Davide,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Associato confermato,ANCONA Fabio,M,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2005,01 - Scienze matematiche e informatiche
Ordinario,ANCONA Massimo,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Ordinario,ANCONA Vincenzo,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ANDREASSI Gabriele,M,SALENTO,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ANDREATTA Fabrizio,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Giovanni,M,PADOVA,Scienze Statistiche,MAT/09,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Marco,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Assistente r.e.,ANDREAZZO Aldo,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ANDREINI Alessandra,F,SIENA,Ingegneria,MAT/05,,INGEGNERIA DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,Scienze Matematiche Fisiche e Naturali,INF/01,,INGEGNERIA DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Associato confermato,ANDRETTA Alessandro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/01,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",Ingegneria,MAT/07,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ANDREUSSI Federico,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/07,,Non disponibile,2005,01 - Scienze matematiche e informatiche
Ricercatore,ANELLO Giovanni,M,MESSINA,Scienze Statistiche,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ANGELERI Lidia,F,INSUBRIA,Scienze Matematiche Fisiche e Naturali,MAT/02,,INFORMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ANICHINI Giuseppe,M,FIRENZE,Ingegneria,MAT/05,,SISTEMI E INFORMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ANILE Angelo Marcello,M,CATANIA,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA E INFORMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ANNUNZIATO Mario,M,SALERNO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA/DIPMAT,2005,01 - Scienze matematiche e informatiche
Associato confermato,ANSELMO Marcella,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2005,01 - Scienze matematiche e informatiche
Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,Economia,MAT/05,,SCIENZE,2005,01 - Scienze matematiche e informatiche
Associato confermato,ANTONELLI Fabio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA PURA E APPLICATA,2005,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ANTONINI Samuele,M,PAVIA,Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA 'FELICE CASORATI',2005,01 - Scienze matematiche e informatiche
Associato non confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,INF/01,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2005,01 - Scienze matematiche e informatiche
Associato confermato,ANTONUCCI Salvatore,M,Napoli Federico II,Ingegneria,MAT/03,,MATEMATICA E APPLICAZIONI,2005,01 - Scienze matematiche e informatiche
Ordinario,ANZELLOTTI Gabriele,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,APOLLONI Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Ricercatore,ARAGNO Eziamaria,F,Politecnico di MILANO,Ingegneria Edile-Architettura,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ARBIB Claudio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/09,,INFORMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ARCA Giuseppe,M,CAGLIARI,Ingegneria,MAT/03,,Non disponibile,2005,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ARCHETTI Claudia,F,BRESCIA,Economia,MAT/09,,METODI QUANTITATIVI,2005,01 - Scienze matematiche e informatiche
Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/09,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2005,01 - Scienze matematiche e informatiche
Ricercatore,ARCIDIACONO Ilia,F,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",MAT/06,,"DATA-DESIGN, TECNOLOGIA DELL'ARCHITETTURA,TERRITORIO E AMBIENTE",2005,01 - Scienze matematiche e informatiche
Ricercatore,ARCOZZI Nicola,M,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ARDISSONO Liliana,F,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ARDIZZONE Lucia,F,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2005,01 - Scienze matematiche e informatiche
Ordinario,ARENA Orazio,M,FIRENZE,Architettura,MAT/05,,COSTRUZIONI E RESTAURO,2005,01 - Scienze matematiche e informatiche
Straordinario,AREZZO Claudio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,AREZZO Domenico,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ARINGHIERI Roberto,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2005,01 - Scienze matematiche e informatiche
Associato non confermato,ARIOLI Gianni,M,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ARLOTTI Luisa,F,UDINE,Ingegneria,MAT/07,,INGEGNERIA CIVILE E ARCHITETTURA (DICA),2005,01 - Scienze matematiche e informatiche
Ordinario,ARNESE Giuseppe,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,Non disponibile,2005,01 - Scienze matematiche e informatiche
Ordinario,AROSIO Alberto Giorgio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,,FACOLTA' DI INGEGNERIA,2005,01 - Scienze matematiche e informatiche
Associato non confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",Ingegneria,MAT/02,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,ARTICO Giuliano,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2005,01 - Scienze matematiche e informatiche
Ordinario,ARUFFO Ada,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ARZARELLO Ferdinando,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ASCENZI Oscar,M,FERRARA,Ingegneria,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,ASCOLI Davide,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ASPERTI Andrea,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Ricercatore,ASTENGO Francesca,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,ASTESIANO Egidio,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Ordinario,ATTARDI Giuseppe,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,AUDOLY Stefania,F,CAGLIARI,Ingegneria,MAT/08,,INGEGNERIA STRUTTURALE,2005,01 - Scienze matematiche e informatiche
Associato confermato,AULETTA Vincenzo,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2005,01 - Scienze matematiche e informatiche
Associato confermato,AVALLONE Anna,F,BASILICATA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,AVELLA Pasquale,M,SANNIO di BENEVENTO,Ingegneria,MAT/09,,INGEGNERIA,2005,01 - Scienze matematiche e informatiche
Ricercatore,AVELLONE Alessandro,M,MILANO-BICOCCA,Economia,INF/01,,METODI QUANTITATIVI PER LE SCIENZE ECONOMICHE ED AZIENDALI,2005,01 - Scienze matematiche e informatiche
Associato non confermato,AVERNA Diego,M,PALERMO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,AYMERICH Francesco Maria,M,CAGLIARI,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,BABAOGLU Ozalp,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2005,01 - Scienze matematiche e informatiche
Associato confermato,BACCELLA Giuseppe,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA PURA E APPLICATA,2005,01 - Scienze matematiche e informatiche
Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2005,01 - Scienze matematiche e informatiche
Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,BACCHI REGGIANI Maria Letizia,F,BOLOGNA,Medicina e Chirurgia,INF/01,,CARDIOVASCOLARE,2005,01 - Scienze matematiche e informatiche
Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,Ingegneria,MAT/05,,SCIENZE MATEMATICHE,2005,01 - Scienze matematiche e informatiche
Associato confermato,BADER Laura,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E APPLICAZIONI,2005,01 - Scienze matematiche e informatiche
Ordinario,BADESCU Lucian Silvestru,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ordinario,BADIALE Marino,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Ricercatore,BADII Maurizio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO, LA FINANZA",2005,01 - Scienze matematiche e informatiche
Ricercatore,BAGAGIOLO Fabio,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
Associato confermato,BAGARELLO Fabio,M,PALERMO,Ingegneria,MAT/07,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2005,01 - Scienze matematiche e informatiche
Associato confermato,BAGNARA Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA,2005,01 - Scienze matematiche e informatiche
